OTUID	A1_f	A2_f	A3_f	A4_f	A5_f	A6_f	B1_f	B2_f	B3_f	B4_f	B5_f	B6_f	C1_f	C2_f	C3_f	C4_f	C5_f	C6_f	D1_f	D2_f	D3_f	D4_f	D5_f	D6_f	E1_f	E2_f	E3_f	E4_f	E5_f	E6_f
ASV30	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0	16	0	896	344	290	802	586	750
ASV34	425	340	854	0	730	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV53	0	0	0	0	0	0	0	0	0	0	0	0	796	910	588	286	406	232	0	0	0	0	0	0	0	0	0	0	0	38
ASV32	10	6	22	18	12	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	18	0	0	900	252	570	490	456	462
ASV38	381	332	932	0	720	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3102	0	0	0	0	0	0	0
ASV35	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1612	1388	0	0	0	0	0	0	0	24
ASV36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	266	172	630	590	458
ASV37	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	110	356	680	172	752
ASV64	0	0	0	0	0	0	470	46	54	0	114	544	160	0	0	0	0	34	0	0	214	240	812	152	0	0	0	0	0	0
ASV39	0	0	0	0	0	0	0	0	0	0	0	0	176	260	70	186	0	0	0	0	1738	186	0	0	0	0	0	0	0	0
ASV40	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	734	632	0
ASV43	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	832	52	538	412	394	154
ASV42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	630	1242	0	0	0	0	0	0	66
ASV59	0	6	0	0	0	0	856	216	84	144	672	164	6	14	0	4	0	0	0	2	2	0	4	2	0	0	0	0	0	0
ASV44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	140	322	190	146	1070	144	54	18	12	10	44	0
ASV45	0	0	0	0	0	0	92	206	108	0	294	544	0	74	0	0	0	0	0	0	302	0	0	510	0	0	0	0	0	0
ASV54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	564	604	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	250	218	0	172	480
ASV49	0	0	0	0	0	0	84	334	96	92	740	194	36	42	76	0	0	0	0	0	70	0	128	0	0	0	0	72	0	56
ASV50	0	0	0	0	0	0	0	0	0	0	0	0	142	124	70	0	156	128	64	0	0	0	134	0	0	0	212	224	0	508
ASV72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	1164	0	0	0	0	0	0	0
ASV79	0	0	0	0	0	0	0	0	0	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV52	0	0	0	0	0	0	6	0	0	0	0	0	156	204	124	242	0	132	106	100	184	0	168	70	0	0	0	50	0	0
ASV81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	702	360	0	0	0	0	0	0
ASV55	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	284	144	162	282	264	326
ASV56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	114	130	320	312	260
ASV90	0	0	0	0	0	0	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV57	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	688	194	0	0	494
ASV58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	764	0	0	0	52	0	0	0
ASV85	0	0	0	0	0	0	0	0	0	0	0	0	0	90	34	0	0	0	170	0	336	320	374	0	0	0	0	0	0	0
ASV60	22	36	66	68	38	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	84	96	230	206	116
ASV61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	524	410	0	0	208	0
ASV62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	166	360	132	280	258
ASV63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	142	124	236	154	186
ASV95	0	0	0	0	0	0	488	58	44	0	290	248	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	118	0	296	192	186
ASV66	0	0	0	0	2	0	214	0	82	0	330	232	16	12	16	0	0	0	0	0	0	6	0	0	0	24	30	0	42	72
ASV67	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0	196	0	0	0	0	0	0	0	126	156	46	0	176	360
ASV70	0	0	0	0	0	0	0	0	0	0	0	0	20	26	26	0	16	10	86	132	636	0	0	78	0	0	0	0	0	0
ASV71	0	0	16	0	0	0	12	12	0	0	2	0	22	0	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	0
ASV100	0	0	0	0	0	0	0	0	0	0	196	2	0	0	0	0	0	0	50	0	0	726	0	0	0	0	0	0	0	2
ASV73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	118	670
ASV77	0	0	0	0	0	0	254	198	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	74	132	180	106	128
ASV76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	80	130	166	110	152
ASV75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	86	86	134	156	140
ASV96	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	172	106	158	60	104	148
ASV84	0	0	0	0	0	0	0	0	0	0	0	0	152	190	142	136	140	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	108	254	350	0	0	0	0	0	0	10
ASV93	0	0	0	0	0	0	0	0	0	0	0	0	110	146	366	58	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	114	236	104	0	176	72
ASV108	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	316	118	194
ASV82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	182	94	48	0	0	0	0	0	0	0
ASV83	0	22	6	40	0	0	0	0	0	0	0	0	158	172	64	130	0	96	0	0	0	0	0	0	0	0	0	0	0	0
ASV107	0	2	0	0	0	0	0	428	0	2	0	240	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
ASV109	10	18	0	12	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV86	0	0	0	0	0	0	0	0	0	0	192	238	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	32	0	82
ASV87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	176	0	0	0	0	214
ASV88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	46	154	32	96
ASV89	0	0	0	0	0	0	274	0	0	0	280	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	84	0	0	0	0
ASV91	0	0	0	0	0	0	4	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	128	402	0	0	0	0	0	0	0	0
ASV110	0	0	2	0	0	0	564	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0
ASV112	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0
ASV117	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	92	132	132	116	58
ASV97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	160	162	0	0	0
ASV98	0	0	0	0	0	0	0	0	0	2	0	0	116	138	98	76	34	20	0	0	0	0	0	0	0	0	0	0	0	16
ASV99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	110	170
ASV121	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV101	0	0	0	0	0	0	0	0	0	72	400	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0
ASV103	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	64	160	0	236	0	0	0	0	0	0	0
ASV104	0	0	0	0	0	0	0	0	0	0	0	0	44	26	0	0	0	4	0	0	2	0	0	0	0	0	0	0	388	0
ASV105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	50	0	0	0	320
ASV118	0	0	0	0	0	0	0	0	0	0	0	0	96	132	86	68	0	44	0	0	0	0	0	0	0	0	0	0	28	0
ASV120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	104	102	76	136	0	0	0	0	0	0	0
ASV126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0
ASV122	53	70	64	176	30	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	60	0	0
ASV135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	100	52	66	82	0
ASV141	0	0	0	0	0	0	0	0	0	0	0	0	74	144	56	58	46	34	0	0	0	0	0	0	0	0	0	0	0	0
ASV113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	68	0
ASV114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	74	58	0
ASV115	0	0	0	0	0	0	0	60	0	0	0	0	0	0	6	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0
ASV116	0	0	0	0	0	0	60	124	28	60	22	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	160	88	0	0	0	0	0	0	0	0	0	0	0	0
ASV145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	64	0	72	72	80
ASV119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	210
ASV144	0	0	0	0	2	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV128	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV151	0	0	0	0	0	0	0	0	0	0	0	0	82	60	62	60	66	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	46	0	46	124
ASV124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	42	0	176	0	88	0	0	0	0	0	0	0
ASV152	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	216	52	0	0	0	0	0	0	0	0	0	0
ASV146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0
ASV127	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	20	18	0	0	0	0	0	0	0	0	0	86	82	78
ASV158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	12	0	0	0
ASV129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	38	150	0
ASV130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	60	0	0	0	82
ASV131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	126	0	0	0	0	0	0
ASV132	0	0	0	0	0	0	86	48	18	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0
ASV162	22	46	30	94	18	40	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV138	0	0	0	0	0	0	88	20	26	0	110	8	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
ASV136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV137	0	0	0	0	0	0	0	0	0	0	208	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV163	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	116	0	0	62	92	0
ASV139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	156	0	0	0	0	0	0	0	0
ASV140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	162	66	0
ASV174	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	124	32	0	0	0	0	0	0
ASV143	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	122	0	132	0
ASV175	2	0	14	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	44	0	0	0	0	0	0	80	0	0	46	0
ASV181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	98	0	0	138
ASV178	0	0	0	88	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	32	22	0	0	0	126	0	34	0	0	14	0	0	0
ASV148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0
ASV149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	108	34	0	0	0	0	0	0
ASV150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	76	108	0
ASV188	44	48	58	66	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV153	0	8	14	22	4	10	0	0	0	0	120	52	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0
ASV154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0
ASV193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	2	26	22	32
ASV155	0	0	0	0	0	0	0	0	90	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
ASV156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0
ASV157	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	52	48	44
ASV159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	76	40	0	0	0
ASV160	0	0	0	0	0	0	18	34	0	0	0	0	0	0	0	0	0	0	0	40	54	0	68	0	0	0	0	0	0	0
ASV161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	122	0	0	0	0	0	0	0
ASV196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	100	32
ASV164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
ASV198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	70	22	48
ASV165	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0
ASV166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	92	90	0	0	0	0	0	0
ASV167	0	0	0	0	0	2	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	48	0	0	0	0
ASV169	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	10
ASV170	0	0	0	0	0	0	0	0	0	0	0	0	44	34	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0
ASV171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0
ASV172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
ASV173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	104	68	0
ASV187	0	0	0	0	0	0	0	0	0	0	0	0	40	56	50	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0
ASV177	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	28	108
ASV199	0	0	0	0	0	0	0	0	0	0	0	0	98	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV197	0	0	0	0	0	0	2	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0
ASV180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	46	0	0	0	0	0	0
ASV202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	30	100
ASV182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	76	0	0
ASV183	0	0	0	0	0	0	0	0	22	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
ASV185	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0
ASV205	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	2	0	0	0	0
ASV189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	56	0	0	0
ASV216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	18	0	72	34
ASV191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
ASV192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	34	0	0	106
ASV194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
ASV212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	50	0	0
ASV195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
ASV222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV200	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV218	0	0	0	0	0	0	0	2	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	68	0	32
